
85.000000 47.000000 
86.300000 47.433333 
87.600000 47.866666 
88.900000 48.300000 
90.200000 48.733333 
91.500000 49.166666 
92.800000 49.599999 
94.100000 50.033332 
95.400000 50.466666 
96.700000 50.899999 
98.000000 51.333332 

98.000000 51.333332 
95.925000 52.024999 
93.850000 52.716666 
91.775000 53.408332 
89.700000 54.099999 
87.625000 54.791666 
85.550000 55.483333 
83.475000 56.175000 
81.400000 56.866666 
79.325000 57.558333 
77.250000 58.250000 

77.250000 58.250000 
76.905000 58.365000 
76.560001 58.480000 
76.215001 58.595000 
75.870001 58.710001 
75.525002 58.825001 
75.180002 58.940001 
74.835002 59.055001 
74.490002 59.170001 
74.145003 59.285001 
73.800003 59.400002 

73.800003 59.400002 
73.641808 59.452733 
73.483614 59.505465 
73.325419 59.558197 
73.167224 59.610928 
73.009029 59.663660 
72.850835 59.716392 
72.692640 59.769123 
72.534445 59.821855 
72.376250 59.874587 
72.218056 59.927319 

72.218056 59.927319 
72.045316 59.984899 
71.872575 60.042479 
71.699835 60.100059 
71.527095 60.157639 
71.354355 60.215219 
71.181615 60.272800 
71.008875 60.330380 
70.836134 60.387960 
70.663394 60.445540 
70.490654 60.503120 

70.490654 60.503120 
68.541589 61.152808 
66.592524 61.802496 
64.643459 62.452184 
62.694394 63.101872 
60.745329 63.751560 
58.796264 64.401248 
56.847199 65.050936 
54.898134 65.700624 
52.949069 66.350312 
51.000004 67.000000 

51.000004 67.000000 
50.258173 67.247277 
49.516341 67.494554 
48.774510 67.741831 
48.032679 67.989108 
47.290848 68.236385 
46.549017 68.483662 
45.807185 68.730939 
45.065354 68.978217 
44.323523 69.225494 
43.581692 69.472771 

43.581692 69.472771 
42.423523 69.858827 
41.265353 70.244884 
40.107184 70.630940 
38.949015 71.016997 
37.790846 71.403053 
36.632677 71.789110 
35.474508 72.175166 
34.316338 72.561223 
33.158169 72.947279 
32.000000 73.333336 

32.000000 73.333336 
30.673245 73.775587 
29.346489 74.217839 
28.019734 74.660091 
26.692979 75.102342 
25.366223 75.544594 
24.039468 75.986845 
22.712713 76.429097 
21.385957 76.871349 
20.059202 77.313600 
18.732447 77.755852 

18.732447 77.755852 
18.273829 77.908724 
17.815212 78.061597 
17.356594 78.214469 
16.897977 78.367342 
16.439360 78.520214 
15.980742 78.673087 
15.522125 78.825959 
15.063507 78.978831 
14.604890 79.131704 
14.146273 79.284576 

14.146273 79.284576 
13.856646 79.381119 
13.567019 79.477661 
13.277391 79.574203 
12.987764 79.670746 
12.698137 79.767288 
12.408510 79.863831 
12.118883 79.960373 
11.829256 80.056915 
11.539629 80.153458 
11.250002 80.250000 

11.250002 80.250000 
11.118728 80.293758 
10.987454 80.337515 
10.856180 80.381273 
10.724906 80.425031 
10.593632 80.468788 
10.462358 80.512546 
10.331084 80.556303 
10.199810 80.600061 
10.068536 80.643819 
9.937262 80.687576 

9.937262 80.687576 
9.143536 80.952151 
8.349810 81.216727 
7.556085 81.481302 
6.762359 81.745877 
5.968634 82.010452 
5.174908 82.275027 
4.381182 82.539603 
3.587457 82.804178 
2.793731 83.068753 
2.000006 83.333328 

2.000006 83.333328 
3.562545 83.854175 
5.125085 84.375021 
6.687625 84.895868 
8.250164 85.416714 
9.812704 85.937561 
11.375244 86.458408 
12.937783 86.979254 
14.500323 87.500101 
16.062863 88.020947 
17.625402 88.541794 

17.625402 88.541794 
17.727324 88.575768 
17.829245 88.609741 
17.931166 88.643715 
18.033087 88.677689 
18.135008 88.711662 
18.236929 88.745636 
18.338850 88.779610 
18.440771 88.813583 
18.542692 88.847557 
18.644613 88.881531 

18.644613 88.881531 
19.936277 89.312085 
21.227941 89.742639 
22.519604 90.173193 
